"","GO_ID","Term"
"30727","GO:0045239","tricarboxylic acid cycle enzyme complex"
"30728","GO:0045240","dihydrolipoyl dehydrogenase complex"
"30729","GO:0045241","cytosolic alpha-ketoglutarate dehydrogenase complex"
"30730","GO:0045242","isocitrate dehydrogenase complex (NAD+)"
"30731","GO:0045243","cytosolic isocitrate dehydrogenase complex (NAD+)"
"30732","GO:0045244","succinate-CoA ligase complex (GDP-forming)"
"30733","GO:0045246","cytosolic tricarboxylic acid cycle enzyme complex"
"30734","GO:0045247","cytosolic electron transfer flavoprotein complex"
"30735","GO:0045248","cytosolic oxoglutarate dehydrogenase complex"
"30736","GO:0045249","cytosol pyruvate dehydrogenase (lipoamide) phosphatase complex"
"30737","GO:0045250","cytosolic pyruvate dehydrogenase complex"
"30738","GO:0045251","electron transfer flavoprotein complex"
"30739","GO:0045252","oxoglutarate dehydrogenase complex"
"30740","GO:0045253","pyruvate dehydrogenase (lipoamide) phosphatase complex"
"30741","GO:0045254","pyruvate dehydrogenase complex"
"30742","GO:0045257","succinate dehydrogenase complex (ubiquinone)"
"30743","GO:0045258","plasma membrane succinate dehydrogenase complex (ubiquinone)"
"30744","GO:0045259","proton-transporting ATP synthase complex"
"30745","GO:0045260","plasma membrane proton-transporting ATP synthase complex"
"30746","GO:0045261","proton-transporting ATP synthase complex, catalytic core F(1)"
"30747","GO:0045262","plasma membrane proton-transporting ATP synthase complex, catalytic core F(1)"
"30748","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)"
"30749","GO:0045264","plasma membrane proton-transporting ATP synthase complex, coupling factor F(o)"
"30750","GO:0045265","proton-transporting ATP synthase, stator stalk"
"30751","GO:0045266","plasma membrane proton-transporting ATP synthase, stator stalk"
"30752","GO:0045267","proton-transporting ATP synthase, catalytic core"
"30753","GO:0045268","plasma membrane proton-transporting ATP synthase, catalytic core"
"30754","GO:0045269","proton-transporting ATP synthase, central stalk"
"30755","GO:0045270","plasma membrane proton-transporting ATP synthase, central stalk"
"30756","GO:0045271","respiratory chain complex I"
"30757","GO:0045272","plasma membrane respiratory chain complex I"
"30758","GO:0045273","respiratory chain complex II"
"30759","GO:0045274","plasma membrane respiratory chain complex II"
"30760","GO:0045275","respiratory chain complex III"
"30761","GO:0045276","plasma membrane respiratory chain complex III"
"30762","GO:0045277","respiratory chain complex IV"
"30763","GO:0045278","plasma membrane respiratory chain complex IV"
"30764","GO:0045281","succinate dehydrogenase complex"
"30765","GO:0045282","plasma membrane succinate dehydrogenase complex"
"30766","GO:0045283","fumarate reductase complex"
"30767","GO:0045284","plasma membrane fumarate reductase complex"
"30768","GO:0045293","mRNA editing complex"
"30769","GO:0045298","tubulin complex"
"30770","GO:0045320","chloroplast proton-transporting ATP synthase complex"
"30771","GO:0045323","interleukin-1 receptor complex"
"30772","GO:0045334","clathrin-coated endocytic vesicle"
"30773","GO:0045335","phagocytic vesicle"
"30774","GO:0045336","clathrin-coated phagocytic vesicle"
"30775","GO:0045495","pole plasm"
"30776","GO:0046536","dosage compensation complex"
"30777","GO:0046540","U4/U6 x U5 tri-snRNP complex"
"30778","GO:0046581","intercellular canaliculus"
"30779","GO:0046610","lysosomal proton-transporting V-type ATPase, V0 domain"
"30780","GO:0046611","lysosomal proton-transporting V-type ATPase complex"
"30781","GO:0046612","lysosomal proton-transporting V-type ATPase, V1 domain"
"30782","GO:0046658","anchored component of plasma membrane"
"30783","GO:0046691","intracellular canaliculus"
"30784","GO:0046695","SLIK (SAGA-like) complex"
"30785","GO:0046696","lipopolysaccharide receptor complex"
"30786","GO:0046727","capsomere"
"30787","GO:0046729","viral procapsid"
"30788","GO:0046798","viral portal complex"
"30789","GO:0046806","viral scaffold"
"30790","GO:0046809","replication compartment"
"30791","GO:0046816","virion transport vesicle"
"30792","GO:0046818","dense nuclear body"
"30793","GO:0046821","extrachromosomal DNA"
"30794","GO:0046858","chlorosome"
"30795","GO:0046859","hydrogenosomal membrane"
"30796","GO:0046860","glycosome membrane"
"30797","GO:0046861","glyoxysomal membrane"
"30798","GO:0046862","chromoplast membrane"
"30799","GO:0046868","mesosome"
"30800","GO:0046930","pore complex"
"30801","GO:0048046","apoplast"
"30802","GO:0048179","activin receptor complex"
"30803","GO:0048180","activin complex"
"30804","GO:0048183","activin AB complex"
"30805","GO:0048188","Set1C/COMPASS complex"
"30806","GO:0048189","Lid2 complex"
"30807","GO:0048217","pectic matrix"
"30808","GO:0048222","glycoprotein network"
"30809","GO:0048223","hemicellulose network"
"30810","GO:0048224","lignin network"
"30811","GO:0048225","suberin network"
"30812","GO:0048226","Casparian strip"
"30813","GO:0048237","rough endoplasmic reticulum lumen"
"30814","GO:0048238","smooth endoplasmic reticulum lumen"
"30815","GO:0048269","methionine adenosyltransferase complex"
"30816","GO:0048353","primary endosperm nucleus"
"30817","GO:0048471","perinuclear region of cytoplasm"
"30818","GO:0048475","coated membrane"
"30819","GO:0048476","Holliday junction resolvase complex"
"30820","GO:0048492","ribulose bisphosphate carboxylase complex"
"30821","GO:0048493","plasma membrane-derived thylakoid ribulose bisphosphate carboxylase complex"
"30822","GO:0048494","chromatophore ribulose bisphosphate carboxylase complex"
"30823","GO:0048500","signal recognition particle"
"30824","GO:0048501","signal recognition particle, plasma membrane targeting"
"30825","GO:0048555","generative cell nucleus"
"30826","GO:0048556","microsporocyte nucleus"
"30827","GO:0048770","pigment granule"
"30828","GO:0048786","presynaptic active zone"
"30829","GO:0048787","presynaptic active zone membrane"
"30830","GO:0048788","cytoskeleton of presynaptic active zone"
"30831","GO:0051077","secondary cell septum"
"30832","GO:0051233","spindle midzone"
"30833","GO:0051285","cell cortex of cell tip"
"30834","GO:0051286","cell tip"
"30835","GO:0052718","tRNA-specific adenosine-34 deaminase complex"
"30836","GO:0055028","cortical microtubule"
"30837","GO:0055029","nuclear DNA-directed RNA polymerase complex"
"30838","GO:0055035","plastid thylakoid membrane"
"30839","GO:0055036","virion membrane"
"30840","GO:0055037","recycling endosome"
"30841","GO:0055038","recycling endosome membrane"
"30842","GO:0055039","trichocyst"
"30843","GO:0055040","periplasmic flagellum"
"30844","GO:0055044","symplast"
"30845","GO:0055051","ATP-binding cassette (ABC) transporter complex, integrated substrate binding"
"30846","GO:0055052","ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
"30847","GO:0055087","Ski complex"
"30848","GO:0055120","striated muscle dense body"
"30849","GO:0060053","neurofilament cytoskeleton"
"30850","GO:0060076","excitatory synapse"
"30851","GO:0060077","inhibitory synapse"
"30852","GO:0060091","kinocilium"
"30853","GO:0060102","collagen and cuticulin-based cuticle extracellular matrix"
"30854","GO:0060104","surface coat of collagen and cuticulin-based cuticle extracellular matrix"
"30855","GO:0060105","epicuticle of collagen and cuticulin-based cuticle extracellular matrix"
"30856","GO:0060106","cortical layer of collagen and cuticulin-based cuticle extracellular matrix"
"30857","GO:0060107","annuli extracellular matrix"
"30858","GO:0060108","annular furrow extracellular matrix"
"30859","GO:0060109","medial layer of collagen and cuticulin-based cuticle extracellular matrix"
"30860","GO:0060110","basal layer of collagen and cuticulin-based cuticle extracellular matrix"
"30861","GO:0060111","alae of collagen and cuticulin-based cuticle extracellular matrix"
"30862","GO:0060170","ciliary membrane"
"30863","GO:0060171","stereocilium membrane"
"30864","GO:0060187","cell pole"
"30865","GO:0060198","clathrin-sculpted vesicle"
"30866","GO:0060199","clathrin-sculpted glutamate transport vesicle"
"30867","GO:0060200","clathrin-sculpted acetylcholine transport vesicle"
"30868","GO:0060201","clathrin-sculpted acetylcholine transport vesicle membrane"
"30869","GO:0060202","clathrin-sculpted acetylcholine transport vesicle lumen"
"30870","GO:0060203","clathrin-sculpted glutamate transport vesicle membrane"
"30871","GO:0060204","clathrin-sculpted glutamate transport vesicle lumen"
"30872","GO:0060205","cytoplasmic vesicle lumen"
"30873","GO:0060293","germ plasm"
"30874","GO:0060342","photoreceptor inner segment membrane"
"30875","GO:0060387","fertilization envelope"
"30876","GO:0060388","vitelline envelope"
"30877","GO:0060417","yolk"
"30878","GO:0060418","yolk plasma"
"30879","GO:0060473","cortical granule"
"30880","GO:0060987","lipid tube"
"30881","GO:0061174","type I terminal bouton"
"30882","GO:0061175","type II terminal bouton"
"30883","GO:0061176","type Ib terminal bouton"
"30884","GO:0061177","type Is terminal bouton"
"30885","GO:0061200","clathrin-sculpted gamma-aminobutyric acid transport vesicle"
"30886","GO:0061201","clathrin-sculpted gamma-aminobutyric acid transport vesicle lumen"
"30887","GO:0061202","clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"
"30888","GO:0061455","integral component of muscle cell projection membrane"
"30889","GO:0061468","karyomere"
"30890","GO:0061474","phagolysosome membrane"
"30891","GO:0061493","central plaque of mitotic spindle pole body"
"30892","GO:0061496","half bridge of mitotic spindle pole body"
"30893","GO:0061497","inner plaque of mitotic spindle pole body"
"30894","GO:0061498","intermediate layer of mitotic spindle pole body"
"30895","GO:0061499","outer plaque of mitotic spindle pole body"
"30896","GO:0061574","ASAP complex"
"30897","GO:0061576","acyl-CoA ceramide synthase complex"
"30898","GO:0061617","MICOS complex"
"30899","GO:0061638","CENP-A containing chromatin"
"30900","GO:0061645","endocytic patch"
"30901","GO:0061671","Cbp3p-Cbp6 complex"
"30902","GO:0061672","glutathione hydrolase complex"
"30903","GO:0061673","mitotic spindle astral microtubule"
"30904","GO:0061689","tricellular tight junction"
"30905","GO:0061694","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex"
"30906","GO:0061695","transferase complex, transferring phosphorus-containing groups"
"30907","GO:0061696","pituitary gonadotropin complex"
"30908","GO:0061700","GATOR2 complex"
"30909","GO:0061701","bacterial outer membrane vesicle"
"30910","GO:0061702","inflammasome complex"
"30911","GO:0061703","pyroptosome complex"
"30912","GO:0061742","chaperone-mediated autophagy translocation complex"
"30913","GO:0061773","eNoSc complex"
"30914","GO:0061779","Tapasin-ERp57 complex"
"30915","GO:0061793","chromatin lock complex"
"30916","GO:0061800","fibronectin fibril"
"30917","GO:0061801","laminin-5B complex"
"30918","GO:0061802","anterior cell cortex"
"30919","GO:0061803","posterior cell cortex"
"30920","GO:0061822","ciliary cap"
"30921","GO:0061823","ring centriole"
"30922","GO:0061825","podosome core"
"30923","GO:0061826","podosome ring"
"30924","GO:0061827","sperm head"
"30925","GO:0061828","apical tubulobulbar complex"
"30926","GO:0061829","basal tubulobulbar complex"
"30927","GO:0061830","concave side of sperm head"
"30928","GO:0061831","apical ectoplasmic specialization"
"30929","GO:0061832","basal ectoplasmic specialization"
"30930","GO:0061834","actin filament branch point"
"30931","GO:0061835","ventral surface of cell"
"30932","GO:0061836","intranuclear rod"
"30933","GO:0061838","CENP-T-W-S-X complex"
"30934","GO:0061841","high-affinity iron exporter complex"
"30935","GO:0061845","neuron projection branch point"
"30936","GO:0061846","dendritic spine cytoplasm"
"30937","GO:0061850","growth cone leading edge"
"30938","GO:0061851","leading edge of lamellipodium"
"30939","GO:0061852","retrograte transporter complex, Golgi to ER"
"30940","GO:0061908","phagophore"
"30941","GO:0061916","leading edge of axonal growth cone"
"30942","GO:0061917","leading edge of dendritic growth cone"
"30943","GO:0061927","TOC-TIC supercomplex I"
"30944","GO:0061957","NVT complex"
"30945","GO:0061993","calcium:proton antiporter complex"
"30946","GO:0062011","mitochondrial respiratory chain complex IV pre-assembly complex"
"30947","GO:0062023","collagen-containing extracellular matrix"
"30948","GO:0062039","biofilm matrix"
"30949","GO:0062040","fungal biofilm matrix"
"30950","GO:0062048","lymphotoxin complex"
"30951","GO:0062049","protein phosphatase inhibitor complex"
"30952","GO:0062051","lipopolysaccharide transport system"
"30953","GO:0062071","Pi Mi complex"
"30954","GO:0062073","histone mRNA stem-loop binding complex"
"30955","GO:0062074","pollen aperture"
"30956","GO:0062077","phenylacetyl-CoA 1,2-epoxidase complex"
"30957","GO:0062079","ATG2-ATG18 complex"
"30958","GO:0062091","Ycf2/FtsHi complex"
"30959","GO:0062092","Yae1-Lto1 complex"
"30960","GO:0062113","early phagosome lumen"
"30961","GO:0062116","phenyloplast"
"30962","GO:0062119","LinE complex"
"30963","GO:0062128","MutSgamma complex"
"30964","GO:0062129","chitin-based extracellular matrix"
"30965","GO:0062130","adhesive extracellular matrix"
"30966","GO:0062136","low-density lipoprotein receptor complex"
"30967","GO:0062137","cargo receptor complex"
"30968","GO:0062140","hyphae septin collar"
"30969","GO:0062141","nuclear exosome targeting complex"
"30970","GO:0062151","catalase complex"
"30971","GO:0062155","curli secretion complex"
"30972","GO:0062157","mitochondrial ATP-gated potassium channel complex"
"30973","GO:0062159","contractile vacuole complex"
"30974","GO:0062160","spongiome"
"30975","GO:0062167","complement component C1q complex"
"30976","GO:0062194","cytoplasmic microtubule minus-end"
"30977","GO:0062199","chromosome, centromeric inner repeat region"
"30978","GO:0062201","actin wave"
"30979","GO:0062238","Smp focus"
"30980","GO:0062242","double membrane vesicle viral factory membrane"
"30981","GO:0062243","double membrane vesicle viral factory outer membrane"
"30982","GO:0062244","double membrane vesicle viral factory lumen"
"30983","GO:0062245","double membrane vesicle viral factory inner membrane"
"30984","GO:0062246","exocytic vesicle lumen"
"30985","GO:0062247","chloroplast vesicle"
"30986","GO:0065010","extracellular membrane-bounded organelle"
"30987","GO:0070013","intracellular organelle lumen"
"30988","GO:0070014","sucrase-isomaltase complex"
"30989","GO:0070017","alphav-beta3 integrin-thrombospondin complex"
"30990","GO:0070021","transforming growth factor beta ligand-receptor complex"
"30991","GO:0070023","interleukin-12-interleukin-12 receptor complex"
"30992","GO:0070024","CD19-Vav-PIK3R1 complex"
"30993","GO:0070029","alphav-beta3 integrin-osteopontin complex"
"30994","GO:0070030","alphav-beta1 integrin-osteopontin complex"
"30995","GO:0070031","alphav-beta5 integrin-osteopontin complex"
"30996","GO:0070032","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex"
"30997","GO:0070033","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex"
"30998","GO:0070044","synaptobrevin 2-SNAP-25-syntaxin-1a complex"
"30999","GO:0070045","synaptobrevin 2-SNAP-25-syntaxin-2 complex"
"31000","GO:0070046","synaptobrevin 2-SNAP-25-syntaxin-3 complex"
"31001","GO:0070047","synaptobrevin 2-SNAP-25-syntaxin-4 complex"
"31002","GO:0070048","endobrevin-SNAP-25-syntaxin-1a complex"
"31003","GO:0070049","endobrevin-SNAP-25-syntaxin-2 complex"
"31004","GO:0070056","prospore membrane leading edge"
"31005","GO:0070057","prospore membrane spindle pole body attachment site"
